Sequence_ID,Sequence_Length,Molecular_Weight,Type
P24674.1,475,52591.1318000001,Natural
P28440.1,466,51628.035000000105,Natural
P25828.1,480,53078.7448000001,Natural
P28262.1,467,51770.33500000011,Natural
A4QJU1.1,479,52968.41100000012,Natural
P25837.1,466,51662.188600000096,Natural
P25833.1,482,53319.99710000011,Natural
P28407.2,466,51689.21550000009,Natural
A4QLK2.1,479,52993.5066000001,Natural
O03042.1,479,52954.4242000001,Natural
A4QKB3.1,479,53008.567600000104,Natural
O04435.1,469,51965.46710000009,Natural
A4QLB4.1,478,52859.3761000001,Natural
A4QL27.1,479,52951.469900000106,Natural
A4QKK0.1,479,53009.5060000001,Natural
Q07210.1,469,51994.56960000009,Natural
P48704.1,444,49292.31040000009,Natural
Q7GDW5.1,475,52696.3185000001,Natural
O78261.1,443,48960.04540000008,Natural
A4QKT9.1,479,52993.5066000001,Natural
A4QJC3.1,483,53347.95110000011,Natural
P25838.1,482,53323.97590000009,Natural
P58348.1,486,53790.829200000095,Natural
Q31948.3,468,51843.3541000001,Natural
A4QLU1.1,479,52995.47940000011,Natural
Q760R7.1,488,53965.024700000075,Natural
A4QK26.1,479,52965.45340000011,Natural
Q07281.1,469,51888.483900000094,Natural
A4QJK7.1,486,53691.32650000011,Natural
Q31715.1,470,51984.505200000094,Natural
P28396.1,465,51403.87120000008,Natural
A8W3D6.1,498,55449.10650000011,Natural
A9LYA9.1,480,53378.2286000001,Natural
P00879.3,476,53044.63940000009,Natural
Q8WKC9.1,418,46172.90720000007,Natural
P19160.1,469,52019.48480000009,Natural
Q3M674.1,476,53032.54250000009,Natural
Q6EW71.2,475,52612.1774000001,Natural
P30401.1,498,55377.0854000001,Natural
Q7NIM7.1,474,52854.709300000104,Natural
P20455.2,475,52631.129300000095,Natural
P48686.1,479,52955.4353000001,Natural
P28458.1,465,51691.13390000009,Natural
P00875.1,475,52739.2689000001,Natural
B2J8T2.1,476,53082.66910000009,Natural
P25831.1,480,53121.64570000011,Natural
P24671.1,475,52723.25130000011,Natural
