ID,Hydrophobicity,Type
P25837.1,-0.21008583690987184,Natural
P25833.1,-0.28257261410788465,Natural
P28407.2,-0.23626609442060148,Natural
A4QLK2.1,-0.2745302713987481,Natural
O03042.1,-0.2720250521920676,Natural
A4QKB3.1,-0.2688935281837168,Natural
O04435.1,-0.2643923240938173,Natural
A4QLB4.1,-0.2677824267782434,Natural
A4QL27.1,-0.2688935281837168,Natural
A4QKK0.1,-0.2799582463465561,Natural
Q07210.1,-0.24925373134328416,Natural
P48704.1,-0.3065315315315322,Natural
Q7GDW5.1,-0.26673684210526394,Natural
O78261.1,-0.27110609480812703,Natural
A4QKT9.1,-0.2745302713987481,Natural
A4QJC3.1,-0.2612836438923402,Natural
P25838.1,-0.2742738589211625,Natural
P58348.1,-0.21872427983539153,Natural
Q31948.3,-0.227350427350428,Natural
A4QLU1.1,-0.2688935281837169,Natural
Q760R7.1,-0.13319672131147553,Natural
A4QK26.1,-0.2757828810020884,Natural
Q07281.1,-0.22302771855010725,Natural
A4QJK7.1,-0.25411522633744915,Natural
Q31715.1,-0.21723404255319217,Natural
P28396.1,-0.22623655913978558,Natural
A8W3D6.1,-0.3740963855421694,Natural
A9LYA9.1,-0.3100000000000008,Natural
P00879.3,-0.2867647058823536,Natural
Q8WKC9.1,-0.2574162679425843,Natural
P19160.1,-0.26652452025586415,Natural
Q3M674.1,-0.29159663865546276,Natural
Q6EW71.2,-0.2614736842105268,Natural
P30401.1,-0.37329317269076373,Natural
Q7NIM7.1,-0.2742616033755281,Natural
P20455.2,-0.2652631578947373,Natural
P48686.1,-0.2778705636743224,Natural
P28458.1,-0.2432258064516135,Natural
P00875.1,-0.2810526315789478,Natural
B2J8T2.1,-0.3151260504201682,Natural
P25831.1,-0.29354166666666726,Natural
P24671.1,-0.2842105263157901,Natural
